100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,0,0,0,0,0,0,1,85,80,76,83,74,85,67,88,84,95,89,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,84,87,79,73,69,83,77,86,81,89,88,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,80,74,78,69,79,87,70,85,95,84,94,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,76,86,88,49,66,75,75,82,112,97,87,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,96,69,69,65,74,75,85,92,80,90,106,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,80,62,87,85,72,74,69,89,72,95,107,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,83,72,84,82,58,70,70,95,91,80,113,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,90,73,83,80,68,64,72,90,85,85,106,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,76,80,70,75,62,79,82,88,81,95,95,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,88,54,81,73,66,84,81,93,81,91,95,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,75,71,82,62,77,68,90,90,101,86,95,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,83,76,81,62,64,70,82,77,98,97,107,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,82,63,69,81,65,71,89,80,84,96,113,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,90,77,85,54,67,85,89,88,101,74,92,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,85,69,71,78,84,84,73,80,102,91,93,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,79,81,96,74,86,75,75,74,89,95,97,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,90,66,76,57,71,74,67,107,80,112,96,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,86,73,86,81,70,75,73,80,92,92,103,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,92,96,75,65,68,63,79,90,81,101,98,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,68,72,67,88,76,65,80,77,92,94,112,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,86,71,79,68,81,65,80,87,76,114,93,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,70,74,80,52,71,67,91,81,102,86,108,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,92,87,64,61,70,82,61,84,110,83,92,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,92,65,78,73,62,74,82,87,84,101,106,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,82,62,64,61,72,96,91,83,95,86,99,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,79,76,83,50,66,78,88,94,82,103,98,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,88,64,65,79,70,63,84,80,108,105,97,0,0,0,0,0,0,0,0,0
