NUM_CAMPS,MB_TRIPS,OB_TRIPS,TOTAL_TRIPS,OPTIMAL_TRIPS_TOTAL,CAMP_POPULATION_PERCENTAGE
100,100,100,100,100.000000,100.000000
90,581,625,1206,1374.779900,0.919854
90,577,622,1199,1363.968090,0.921069
90,588,622,1210,1375.816362,0.922708
90,570,633,1203,1365.782726,0.921979
90,585,625,1210,1372.689076,0.921554
90,584,616,1200,1372.023603,0.920219
90,572,628,1200,1367.750865,0.917243
90,572,630,1202,1378.713002,0.913054
90,596,626,1222,1385.634423,0.921919
90,574,624,1198,1367.742964,0.919794
90,582,625,1207,1372.026365,0.921190
90,583,626,1209,1377.818295,0.920036
90,566,626,1192,1363.066028,0.917972
90,585,625,1210,1380.964590,0.919733
90,572,620,1192,1357.786846,0.921129
90,575,619,1194,1366.301674,0.916393
90,584,631,1215,1379.691809,0.922162
90,578,623,1201,1369.174915,0.918336
90,584,622,1206,1378.405274,0.915422
90,585,617,1202,1375.934112,0.920401
90,577,627,1204,1375.928393,0.918944
90,565,627,1192,1360.044337,0.919854
90,571,629,1200,1368.224299,0.921008
90,571,631,1202,1371.169137,0.917851
90,583,630,1213,1375.523960,0.922769
90,584,628,1212,1374.106147,0.925258
90,587,629,1216,1378.071974,0.923983
90,572,621,1193,1365.157368,0.916393
90,575,624,1199,1365.099544,0.919915
90,572,627,1199,1370.499688,0.920219
90,580,636,1216,1374.289439,0.925137
90,570,623,1193,1363.073881,0.918154
90,571,618,1189,1360.580143,0.919733
90,582,632,1214,1381.222713,0.922040
90,588,630,1218,1377.495022,0.922344
90,572,621,1193,1362.412287,0.916272
90,591,623,1214,1376.942359,0.922465
90,584,620,1204,1374.974345,0.915361
90,579,622,1201,1366.998618,0.920583
90,581,626,1207,1368.814295,0.924772
90,580,626,1206,1368.528317,0.923801
90,579,622,1201,1373.262288,0.917426
90,589,625,1214,1378.271179,0.922162
90,579,622,1201,1369.174915,0.919611
90,564,618,1182,1347.980889,0.919065
90,581,622,1203,1379.379699,0.915118
90,584,635,1219,1382.327871,0.922526
90,583,622,1205,1368.997034,0.921311
90,578,622,1200,1373.931178,0.917426
90,573,629,1202,1373.356920,0.916515
90,566,631,1197,1367.075099,0.917911
90,580,626,1206,1370.700435,0.919490
90,582,621,1203,1370.790785,0.919369
90,580,623,1203,1367.290732,0.921008
90,572,627,1199,1375.846861,0.915968
90,574,636,1210,1369.199588,0.926047
90,570,629,1199,1367.746918,0.918944
90,579,620,1199,1365.288302,0.921615
90,592,634,1226,1389.213622,0.923983
90,587,635,1222,1381.354839,0.924529
90,590,631,1221,1383.643182,0.925865
90,581,625,1206,1371.173547,0.922283
90,573,621,1194,1365.068721,0.917608
90,579,623,1202,1374.596584,0.916211
90,571,630,1201,1362.478992,0.919126
90,577,628,1205,1372.594924,0.921069
90,567,626,1193,1367.818308,0.914390
90,580,628,1208,1369.948358,0.921311
90,599,617,1216,1382.543145,0.922344
90,582,625,1207,1367.872428,0.925137
90,574,624,1198,1366.133075,0.918944
90,567,624,1191,1366.381304,0.916211
90,588,621,1209,1377.627646,0.920704
90,591,621,1212,1379.519005,0.920704
90,589,628,1217,1382.916379,0.921069
90,581,630,1211,1376.858346,0.923922
90,585,630,1215,1391.976210,0.912872
90,582,622,1204,1368.805136,0.922222
90,588,626,1214,1376.089470,0.924104
90,568,619,1187,1361.887147,0.916393
90,584,634,1218,1383.098456,0.923133
90,580,630,1210,1373.351251,0.921554
90,581,625,1206,1375.160620,0.922283
90,571,617,1188,1356.326078,0.917608
90,578,627,1205,1373.639950,0.921251
90,580,622,1202,1365.965639,0.923679
90,589,632,1221,1386.887586,0.922283
90,580,623,1203,1374.976405,0.915118
90,573,630,1203,1366.630570,0.924469
90,595,618,1213,1381.516493,0.919004
90,586,632,1218,1383.480000,0.923133
90,589,629,1218,1383.003102,0.921615
90,569,624,1193,1369.629862,0.916333
90,581,634,1215,1383.985753,0.920826
90,572,632,1204,1370.034545,0.920947
90,591,625,1216,1371.372227,0.927565
90,578,622,1200,1375.556793,0.918154
90,574,625,1199,1366.138360,0.920947
90,564,632,1196,1366.691182,0.916818
90,583,625,1208,1371.932147,0.920097
