NUM_CAMPS,MB_TRIPS,OB_TRIPS,TOTAL_TRIPS,OPTIMAL_TRIPS_TOTAL,CAMP_POPULATION_PERCENTAGE
10,10,10,10,10.000000,10.000000
40,482,0,482,618.989474,0.837295
40,504,0,504,646.108581,0.838525
40,503,0,503,633.074278,0.845765
40,496,0,496,638.986272,0.832104
40,494,0,494,634.734071,0.832240
40,482,0,482,618.446976,0.830874
40,505,0,505,656.007098,0.825683
40,493,0,493,639.737635,0.826913
40,505,0,505,638.225138,0.845628
40,512,0,512,651.118833,0.838388
40,492,0,492,635.398730,0.830055
40,489,0,489,628.199368,0.835109
40,496,0,496,635.185444,0.836202
40,492,0,492,640.597652,0.824727
40,511,0,511,642.701031,0.852049
40,491,0,491,631.100966,0.830464
40,500,0,500,636.079249,0.839481
40,488,0,488,641.321364,0.821721
40,495,0,495,654.043321,0.817350
40,507,0,507,646.557491,0.837568
40,36,142,178,214.232160,0.943852
40,36,142,178,214.196942,0.943852
40,38,142,180,215.505397,0.948361
40,33,142,175,211.246702,0.941940
40,36,142,178,214.868074,0.941803
40,37,142,179,214.976210,0.945765
40,39,142,181,217.306872,0.945902
40,37,142,179,215.152709,0.945082
40,36,142,178,214.196942,0.944262
40,34,142,176,212.453826,0.941940
40,17,324,341,374.174786,0.969672
40,18,325,343,375.076188,0.972541
40,18,325,343,374.852195,0.972951
40,17,325,342,374.710373,0.970765
40,19,325,344,375.216808,0.974727
40,20,325,345,376.083395,0.975137
40,17,325,342,374.262222,0.971858
40,14,325,339,372.370948,0.968852
40,18,325,343,374.964158,0.972678
40,20,325,345,376.812892,0.973361
40,16,325,341,374.343131,0.969126
40,17,325,342,374.486163,0.971448
40,19,325,344,375.440584,0.974180
40,19,325,344,376.788867,0.971038
40,19,325,344,375.888939,0.973224
40,19,325,344,375.496570,0.974044
40,17,325,342,374.262222,0.971858
40,16,325,341,372.889154,0.972541
40,18,325,343,375.749776,0.970765
40,19,325,344,375.888939,0.973224
40,98,280,378,568.982110,0.724044
40,106,285,391,570.939557,0.743169
40,99,288,387,563.637087,0.747678
40,106,270,376,564.694296,0.727869
40,101,273,374,572.736402,0.717077
40,92,289,381,561.263836,0.740984
40,95,296,391,559.663668,0.759153
40,97,284,381,561.489833,0.742077
40,108,281,389,567.792622,0.745765
40,107,287,394,567.174041,0.754508
40,72,348,420,607.829181,0.743852
40,73,358,431,598.770165,0.769945
40,73,339,412,601.723863,0.738798
40,83,337,420,607.709033,0.741803
40,74,333,407,602.718997,0.734016
40,72,351,423,601.585390,0.759563
40,88,333,421,602.604615,0.753552
40,70,349,419,594.856478,0.757240
40,68,359,427,604.923553,0.757377
40,76,346,422,620.040145,0.734153
40,60,376,436,627.387458,0.743443
40,62,387,449,620.948422,0.767350
40,76,369,445,628.963120,0.751366
40,63,384,447,628.996540,0.762022
40,66,395,461,635.981907,0.775546
40,71,394,465,630.450083,0.786749
40,67,370,437,617.894534,0.763251
40,67,382,449,627.109330,0.765847
40,43,386,429,621.714512,0.743989
40,55,384,439,629.847119,0.755328
40,69,381,450,618.591549,0.776230
40,52,398,450,628.146453,0.768443
40,73,377,450,637.383901,0.759290
40,67,373,440,625.398058,0.756284
40,68,383,451,643.657633,0.757377
40,67,398,465,635.037313,0.776776
40,68,368,436,622.371295,0.750410
40,57,374,431,634.920507,0.734563
40,65,378,443,622.291307,0.768033
40,59,382,441,626.211445,0.756011
40,57,416,473,637.400589,0.793169
40,47,409,456,630.033975,0.780055
40,52,419,471,634.121758,0.795902
40,56,409,465,623.520791,0.797268
40,51,410,461,632.643420,0.781967
40,47,412,459,618.079470,0.790710
40,48,404,452,620.292463,0.782514
40,54,415,469,638.474986,0.785519
40,52,405,457,631.654079,0.778142
40,52,415,467,638.483377,0.783607
40,33,448,481,649.017512,0.789617
40,43,438,481,638.310370,0.799044
40,42,432,474,646.725070,0.786475
40,38,430,468,638.062954,0.782104
40,39,441,480,638.836364,0.800000
40,49,431,480,637.792703,0.799180
40,50,435,485,631.708185,0.816257
40,47,425,472,624.555315,0.803962
40,42,442,484,628.058855,0.816667
40,38,450,488,663.107481,0.787022
40,40,455,495,654.989154,0.811475
40,35,456,491,653.595199,0.804372
40,37,455,492,646.926531,0.810246
40,32,474,506,658.123667,0.821175
40,27,449,476,630.646154,0.803825
40,27,453,480,646.119897,0.795765
40,29,444,473,641.772011,0.789617
40,29,455,484,638.126801,0.811066
40,32,434,466,636.640538,0.787705
40,32,461,493,643.043478,0.815301
40,27,459,486,643.196529,0.810792
40,35,451,486,631.661932,0.819809
40,32,433,465,626.274149,0.795902
40,37,442,479,639.832117,0.797951
40,27,452,479,626.233256,0.812295
40,33,467,500,640.083945,0.826093
40,27,462,489,636.691569,0.818716
40,43,435,478,641.657803,0.798087
40,32,452,484,631.416860,0.818169
