NUM_CAMPS,MB_HOURS,OB_HOURS,MB_TRIPS,OB_TRIPS,TOTAL_TRIPS,OPTIMAL_TRIPS_TOTAL,CAMP_POPULATION_PERCENTAGE
100,100.000000,100.000000,100,100,100,100.000000,100.000000
180,12.000000,8.000000,1231,1253,2484,2766.812971,0.936096
180,12.000000,8.000000,1220,1243,2463,2750.304078,0.930814
180,12.000000,8.000000,1197,1254,2451,2741.458065,0.935003
180,12.000000,8.000000,1227,1243,2470,2760.647394,0.935944
180,12.000000,8.000000,1217,1246,2463,2754.880136,0.933182
180,12.000000,8.000000,1223,1243,2466,2755.522236,0.934244
180,12.000000,8.000000,1236,1236,2472,2753.726074,0.936885
180,12.000000,8.000000,1216,1245,2461,2747.791336,0.936400
180,12.000000,8.000000,1219,1244,2463,2748.906282,0.937371
180,12.000000,8.000000,1223,1244,2467,2750.295461,0.937644
180,12.000000,8.000000,1214,1251,2465,2753.097345,0.934517
180,12.000000,8.000000,1212,1243,2455,2747.984912,0.934882
180,12.000000,8.000000,1241,1245,2486,2772.509480,0.936187
180,12.000000,8.000000,1221,1234,2455,2741.928593,0.936764
180,12.000000,8.000000,1225,1253,2478,2755.006075,0.937219
180,12.000000,8.000000,1213,1254,2467,2748.063305,0.937644
180,12.000000,8.000000,1238,1237,2475,2751.763594,0.937826
180,12.000000,8.000000,1229,1249,2478,2762.558635,0.934396
180,12.000000,8.000000,1223,1251,2474,2766.150504,0.934426
180,12.000000,8.000000,1229,1250,2479,2768.639723,0.932817
180,12.000000,8.000000,1223,1252,2475,2752.228074,0.936733
180,12.000000,8.000000,1224,1239,2463,2746.858749,0.936460
180,12.000000,8.000000,1229,1240,2469,2757.751856,0.936551
180,12.000000,8.000000,1240,1250,2490,2767.226721,0.936612
180,12.000000,8.000000,1228,1244,2472,2748.428123,0.938676
180,12.000000,8.000000,1224,1247,2471,2760.266549,0.935185
180,12.000000,8.000000,1208,1239,2447,2748.838113,0.930783
180,12.000000,8.000000,1224,1247,2471,2752.146746,0.937766
180,12.000000,8.000000,1238,1237,2475,2764.078657,0.935883
180,12.000000,8.000000,1227,1249,2476,2756.131387,0.936855
180,12.000000,8.000000,1208,1247,2455,2741.928593,0.935944
180,12.000000,8.000000,1228,1248,2476,2755.014187,0.938373
180,12.000000,8.000000,1213,1250,2463,2750.956870,0.935246
180,12.000000,8.000000,1230,1246,2476,2765.101709,0.936217
180,12.000000,8.000000,1224,1248,2472,2761.102709,0.934426
180,12.000000,8.000000,1224,1252,2476,2755.200324,0.936126
180,12.000000,8.000000,1217,1241,2458,2747.701497,0.934153
180,12.000000,8.000000,1218,1247,2465,2754.591716,0.933394
180,12.000000,8.000000,1208,1246,2454,2745.279674,0.933060
180,12.000000,8.000000,1220,1243,2463,2753.571138,0.934791
180,12.000000,8.000000,1208,1238,2446,2740.611585,0.933515
180,12.000000,8.000000,1220,1235,2455,2742.393516,0.934608
180,12.000000,8.000000,1222,1250,2472,2767.013728,0.932514
180,12.000000,8.000000,1215,1249,2464,2751.980470,0.934882
180,12.000000,8.000000,1235,1238,2473,2758.758467,0.935185
180,12.000000,8.000000,1225,1243,2468,2754.766697,0.934912
180,12.000000,8.000000,1232,1255,2487,2761.656553,0.939101
180,12.000000,8.000000,1222,1254,2476,2766.133288,0.935367
180,12.000000,8.000000,1218,1250,2468,2752.901019,0.935276
180,12.000000,8.000000,1221,1255,2476,2753.897893,0.937371
180,12.000000,8.000000,1219,1253,2472,2759.886117,0.935307
180,12.000000,8.000000,1229,1242,2471,2753.077626,0.936946
180,12.000000,8.000000,1221,1246,2467,2748.713976,0.938889
180,12.000000,8.000000,1205,1239,2444,2737.532644,0.932149
180,12.000000,8.000000,1214,1243,2457,2745.558722,0.934274
180,12.000000,8.000000,1228,1254,2482,2771.426441,0.935307
180,12.000000,8.000000,1230,1252,2482,2760.012153,0.939192
180,12.000000,8.000000,1230,1243,2473,2756.797861,0.936733
